Flight,YearMonthDay,ScheduledDeparture,DepHour,Origin,O_WeatherStationID,O_HourlyPrecip,O_SkyConditions,O_Visibility,O_DBT,O_DewPointTemp,O_RelativeHumidityPercent,O_WindSpeed,O_WindDirection,O_WindGustValue,O_StationPressure,O_GroundHeight,O_StationHeight,O_BarometerHeight,O_Latitude,O_Longitude,O_TimeZone,ScheduledArrival,ArrHour,Destination,D_WeatherStationID,D_HourlyPrecip,D_SkyConditions,D_Visibility,D_DBT,D_DewPointTemp,D_RelativeHumidityPercent,D_WindSpeed,D_WindDirection,D_WindGustValue,D_StationPressure,D_GroundHeight,D_StationHeight,D_BarometerHeight,D_Latitude,D_Longitude,D_TimeZone,ScheduledTravelTime,Distance,ActualArrivalTimeStamp
PWM_ORD_51289,20040913,13/09/04 16:14,16,PWM,14764,0.0,CLR,10,68,39,35,8,010,0,30.12,69,63,72,43.38,-70.18,5,13/09/04 17:49,17,ORD,94846,0.0,SCT,10,80,61,52,9,180,0,29.29,655,674,658,41.59,-87.55,6,155,900,13/09/04 17:49
LGA_RDU_32846,20040528,28/05/04 15:30,15,LGA,14732,0.0,SCT,7,71,67,87,6,210,0,29.51,36,31,39,40.47,-73.53,5,28/05/04 17:07,17,RDU,13722,0.0,BKN,10,77,63,62,5,VRB,0,29.34,427,437,430,35.52,-78.47,5,97,431,28/05/04 17:07
LAX_HOU_45797,20040324,24/03/04 08:20,8,LAX,23174,0.0,FEW,9,62,55,78,6,VRB,0,29.69,323,326,326,33.56,-118.25,8,24/03/04 13:25,13,HOU,12918,0.0,BKN,10,70,63,79,13,140,18,30.11,45,47,48,29.39,-95.17,6,185,1390,24/03/04 13:25
CVG_JAX_51083,20040526,26/05/04 17:45,17,CVG,93814,0.0,FEW,10,68,59,73,4,340,0,28.84,882,883,885,39.02,-84.4,5,26/05/04 19:35,19,JAX,13889,0.0,BKN,10,86,65,50,9,260,0,29.90,31,32,34,30.29,-81.41,5,110,614,26/05/04 21:17
EWR_AGS_48616,20040526,26/05/04 15:45,15,EWR,14734,0.0,OVC,9,62,56,81,4,130,0,29.72,25,30,28,40.43,-74.1,5,26/05/04 18:04,18,AGS,3820,0.0,CLR,10,89,64,43,3,230,0,29.67,160,148,163,33.22,-81.58,5,139,663,26/05/04 18:04
ATL_MCO_26663,20040325,25/03/04 11:35,11,ATL,13874,0.0,FEW,10,67,46,47,8,150,0,29.48,971,1026,974,33.38,-84.26,5,25/03/04 12:56,12,MCO,12815,0.02,BKN,6,67,60,79,14,090,22,30.31,95,106,98,28.26,-81.19,5,81,403,25/03/04 12:56
EWR_MCO_27192,20040311,11/03/04 14:15,14,EWR,14734,0.0,BKN,10,57,17,21,7,300,0,29.86,25,30,28,40.43,-74.1,5,11/03/04 16:59,16,MCO,12815,0.0,FEW,10,71,40,32,4,270,0,30.11,95,106,98,28.26,-81.19,5,164,938,11/03/04 16:59
BUF_JFK_34352,20041103,03/11/04 12:55,12,BUF,14733,0.0,FEW,10,43,33,68,3,270,0,29.51,714,705,717,42.56,-78.44,5,03/11/04 14:05,14,JFK,94789,0.0,SCT,10,59,30,33,11,320,0,30.07,29,22,32,40.4,-73.48,5,70,301,03/11/04 14:05
SAV_JFK_35062,20040715,15/07/04 16:55,16,SAV,3822,0.0,FEW,10,73,69,87,6,220,0,29.77,48,51,51,32.07,-81.12,5,15/07/04 19:00,19,JFK,94789,0.0,FEW,10,76,59,56,15,250,20,29.62,29,22,32,40.4,-73.48,5,125,718,15/07/04 19:00
BUF_PHL_42212,20041110,10/11/04 10:55,10,BUF,14733,0.0,FEW,10,49,23,36,18,220,0,29.52,714,705,717,42.56,-78.44,5,10/11/04 12:09,12,PHL,13739,0.0,FEW,10,44,19,37,5,230,0,30.55,59,28,62,39.52,-75.14,5,74,279,10/11/04 12:09
PSC_SLC_26657,20040101,01/01/04 16:05,16,PSC,24163,0.01,FEW,2.5,32,30,92,17,270,22,29.09,398,402,401,46.16,-119.07,8,01/01/04 18:31,18,SLC,24127,0.0,BKN,10,41,28,60,28,160,35,25.43,4221,4227,4224,40.47,-111.58,7,86,521,01/01/04 20:20
SEA_SLC_39633,20040103,03/01/04 10:30,10,SEA,24233,0.0,SCT,9,28,21,75,12,350,0,29.56,447,450,450,47.28,-122.19,8,03/01/04 13:23,13,SLC,24127,0.0,BKN,2.5,25,22,88,6,350,0,25.59,4221,4227,4224,40.47,-111.58,7,113,689,03/01/04 14:37
DEN_RAP_31363,20040916,16/09/04 15:45,15,DEN,3017,0.0,FEW,10,85,26,12,4,290,0,24.55,5379,5431,5382,39.5,-104.4,7,16/09/04 17:04,17,RAP,24090,0.0,CLR,10,65,46,51,6,050,0,26.61,3150,3168,3153,44.03,-103.03,7,79,301,16/09/04 17:04
ATL_GSO_49314,20040508,08/05/04 08:28,8,ATL,13874,0.0,CLR,10,76,56,50,10,340,0,29.17,971,1026,974,33.38,-84.26,5,08/05/04 09:49,9,GSO,13723,0.0,CLR,10,73,60,64,6,040,0,29.31,904,886,907,36.06,-79.56,5,81,306,08/05/04 09:49
SEA_OAK_42573,20040303,03/03/04 13:20,13,SEA,24233,0.0,SCT,10,42,39,89,10,210,0,29.51,447,450,450,47.28,-122.19,8,03/03/04 15:20,15,OAK,23230,0.0,SCT,10,56,44,65,0,000,0,29.92,85,88,88,37.43,-122.13,8,120,671,03/03/04 15:20
CLT_DCA_48236,20041130,30/11/04 16:25,16,CLT,13881,0.0,SCT,10,56,45,67,8,140,0,29.34,721,769,724,35.13,-80.56,5,30/11/04 17:43,17,DCA,13743,0.0,BKN,10,51,39,64,5,180,0,30.18,10,65,3,38.52,-77.02,5,78,331,30/11/04 17:43
MSP_DCA_52587,20040503,03/05/04 10:24,10,MSP,14922,0.0,BKN,10,54,28,37,14,170,19,29.15,871,838,874,44.53,-93.14,6,03/05/04 13:43,13,DCA,13743,0.07,FEW,2.5,50,46,86,3,VRB,0,29.94,10,65,3,38.52,-77.02,5,139,931,03/05/04 13:43
PNS_IAH_37720,20040511,11/05/04 15:15,15,PNS,13899,0.0,CLR,10,77,64,64,9,150,0,29.97,124,118,127,30.28,-87.11,6,11/05/04 16:49,16,IAH,12960,0.17,FEW,6,67,66,97,6,210,0,29.79,118,108,121,29.59,-95.22,6,94,489,11/05/04 17:54
EWR_IAH_35854,20040718,18/07/04 13:55,13,EWR,14734,0.0,SCT,10,77,66,69,7,100,0,29.85,25,30,28,40.43,-74.1,5,18/07/04 16:28,16,IAH,12960,0.0,FEW,10,92,67,44,12,360,0,29.74,118,108,121,29.59,-95.22,6,213,1400,18/07/04 16:28
ICT_IAH_34968,20040912,12/09/04 12:50,12,ICT,3928,0.0,CLR,10,91,63,39,20,170,25,28.55,1338,1340,1341,37.39,-97.26,6,12/09/04 14:37,14,IAH,12960,0.0,FEW,10,93,62,36,5,VRB,0,29.78,118,108,121,29.59,-95.22,6,107,542,12/09/04 14:37
LGA_CVG_38287,20040515,15/05/04 15:40,15,LGA,14732,0.0,FEW,10,88,59,38,14,220,0,29.97,36,31,39,40.47,-73.53,5,15/05/04 17:57,17,CVG,93814,0.0,OVC,10,57,54,90,5,010,0,29.28,882,883,885,39.02,-84.4,5,137,585,15/05/04 20:42
CHS_CVG_40144,20041115,15/11/04 16:10,16,CHS,13880,0.0,CLR,10,55,34,45,5,360,0,30.47,45,48,48,32.54,-80.02,5,15/11/04 17:55,17,CVG,93814,0.0,BKN,10,50,32,50,0,000,0,29.57,882,883,885,39.02,-84.4,5,105,497,15/11/04 17:55
CAE_CVG_34981,20040522,22/05/04 16:41,16,CAE,13883,0.03,SCT,4,73,70,90,3,VRB,0,29.71,240,225,243,33.56,-81.07,5,22/05/04 18:17,18,CVG,93814,0.0,SCT,10,80,64,58,4,220,0,28.93,882,883,885,39.02,-84.4,5,96,404,22/05/04 19:50
CHS_LGA_37194,20040917,17/09/04 17:05,17,CHS,13880,0.0,SCT,10,80,68,67,13,250,21,29.69,45,48,48,32.54,-80.02,5,17/09/04 19:07,19,LGA,14732,0.02,OVC,9,74,70,88,8,130,0,29.80,36,31,39,40.47,-73.53,5,122,641,17/09/04 19:07
ATL_DHN_34553,20040518,18/05/04 17:51,17,ATL,13874,0.0,SCT,10,73,64,74,4,210,0,29.17,971,1026,974,33.38,-84.26,5,18/05/04 18:05,18,DHN,13839,0.0,FEW,10,73,65,76,0,000,0,29.84,370,353,429,31.19,-85.27,6,74,171,18/05/04 19:12
ATL_AVL_28302,20040902,02/09/04 08:20,8,ATL,13874,0.0,BKN,6,71,68,90,7,100,0,29.12,971,1026,974,33.38,-84.26,5,02/09/04 09:24,9,AVL,3812,0.06,OVC,4,65,63,93,0,000,0,27.99,2171,2170,2174,35.26,-82.32,5,64,164,02/09/04 11:07
DEN_GJT_51483,20041116,16/11/04 10:40,10,DEN,3017,0.0,FEW,10,54,29,38,7,260,0,24.77,5379,5431,5382,39.5,-104.4,7,16/11/04 11:49,11,GJT,23066,0.0,CLR,10,49,34,57,0,000,0,25.33,4823,4839,4826,39.08,-108.32,7,69,212,16/11/04 11:49
EWR_CHS_40050,20040708,08/07/04 15:15,15,EWR,14734,0.0,SCT,10,89,58,35,16,240,21,29.77,25,30,28,40.43,-74.1,5,08/07/04 17:27,17,CHS,13880,0.0,SCT,10,84,70,63,10,050,15,29.95,45,48,48,32.54,-80.02,5,132,628,08/07/04 17:27
TUL_EWR_47696,20040928,28/09/04 09:25,9,TUL,13968,0.0,SCT,10,71,55,57,3,VRB,0,29.37,739,676,742,36.12,-95.53,6,28/09/04 13:34,13,EWR,14734,0.0,BKN,8,73,70,90,6,090,0,29.74,25,30,28,40.43,-74.1,5,189,1215,28/09/04 15:13
LGA_DEN_43118,20040507,07/05/04 16:54,16,LGA,14732,0.0,FEW,10,76,53,45,12,320,0,29.95,36,31,39,40.47,-73.53,5,07/05/04 19:12,19,DEN,3017,0.0,FEW,10,70,32,25,5,070,0,24.60,5379,5431,5382,39.5,-104.4,7,258,1619,07/05/04 19:12
PDX_DEN_31661,20041113,13/11/04 06:40,6,PDX,24229,0.0,BKN,3,47,46,97,4,280,0,30.06,220,107,223,45.35,-122.36,8,13/11/04 10:06,10,DEN,3017,0.0,FEW,10,41,29,62,11,170,0,24.78,5379,5431,5382,39.5,-104.4,7,146,992,13/11/04 10:06
SJC_SEA_39673,20041128,28/11/04 08:00,8,SJC,23293,0.0,CLR,10,50,25,38,15,340,0,30.15,87,50,90,37.22,-121.56,8,28/11/04 10:12,10,SEA,24233,0.0,FEW,10,40,38,93,3,280,0,30.01,447,450,450,47.28,-122.19,8,132,697,28/11/04 10:12
ORD_BNA_30706,20040511,11/05/04 06:50,6,ORD,94846,0.0,OVC,2.5,57,56,96,5,100,0,29.39,655,674,658,41.59,-87.55,6,11/05/04 08:20,8,BNA,13897,0.0,SCT,4,69,65,87,4,160,0,29.59,571,605,574,36.07,-86.41,6,90,409,11/05/04 10:10
DEN_CLE_27366,20040702,02/07/04 14:40,14,DEN,3017,0.0,FEW,10,80,48,33,11,100,0,24.66,5379,5431,5382,39.5,-104.4,7,02/07/04 19:28,19,CLE,14820,0.0,BKN,10,73,56,55,7,040,0,29.20,802,805,805,41.24,-81.51,5,168,1201,02/07/04 19:28
PHL_CLE_45912,20040921,21/09/04 17:30,17,PHL,13739,0.0,FEW,10,78,50,37,6,300,0,30.19,59,28,62,39.52,-75.14,5,21/09/04 19:14,19,CLE,14820,0.0,BKN,10,65,55,70,5,150,0,29.42,802,805,805,41.24,-81.51,5,104,363,21/09/04 19:14
MSN_CLE_33523,20040718,18/07/04 11:55,11,MSN,14837,0.0,CLR,7,76,54,47,7,030,0,29.10,857,866,860,43.08,-89.21,6,18/07/04 14:12,14,CLE,14820,0.0,BKN,9,73,63,71,12,020,0,29.04,802,805,805,41.24,-81.51,5,77,402,18/07/04 14:12
IAH_CLE_51885,20041116,16/11/04 08:00,8,IAH,12960,0.0,OVC,1.75,67,64,91,10,090,0,30.17,118,108,121,29.59,-95.22,6,16/11/04 11:40,11,CLE,14820,0.0,FEW,8,49,42,77,7,230,0,29.57,802,805,805,41.24,-81.51,5,160,1091,16/11/04 11:40
IAD_ABE_38362,20040523,23/05/04 12:45,12,IAD,93738,0.0,SCT,10,88,66,48,7,270,0,29.57,306,323,309,38.56,-77.27,5,23/05/04 13:50,13,ABE,14737,0.0,FEW,10,89,64,43,9,230,0,29.42,375,385,378,40.39,-75.27,5,65,160,23/05/04 16:03
HOU_DFW_47452,20040706,06/07/04 16:09,16,HOU,12918,0.0,FEW,10,77,72,85,6,200,0,29.96,45,47,48,29.39,-95.17,6,06/07/04 17:17,17,DFW,3927,0.0,FEW,10,90,69,50,9,170,0,29.33,559,596,562,32.54,-97.02,6,68,247,06/07/04 17:17
HOU_DFW_53866,20040508,08/05/04 17:35,17,HOU,12918,0.0,SCT,10,77,67,71,8,150,0,30.01,45,47,48,29.39,-95.17,6,08/05/04 18:41,18,DFW,3927,0.0,FEW,10,72,58,61,9,140,0,29.43,559,596,562,32.54,-97.02,6,66,247,08/05/04 18:41
DAY_DFW_36551,20040706,06/07/04 13:39,13,DAY,93815,0.0,SCT,10,84,65,53,11,290,0,28.94,1001,1003,1004,39.55,-84.13,6,06/07/04 14:57,14,DFW,3927,0.0,FEW,10,91,70,50,7,170,0,29.37,559,596,562,32.54,-97.02,6,138,861,06/07/04 14:57
BFL_SFO_49451,20040927,27/09/04 17:45,17,BFL,23155,0.0,CLR,10,86,39,19,4,360,0,29.28,497,492,512,35.26,-119.04,8,27/09/04 18:55,18,SFO,23234,0.0,SCT,9,60,56,86,12,270,0,29.88,86,18,89,37.37,-122.24,8,70,238,27/09/04 18:55
ATL_SFO_30419,20040916,16/09/04 13:10,13,ATL,13874,0.17,BKN,2.5,75,73,94,20,100,28,28.67,971,1026,974,33.38,-84.26,5,16/09/04 15:01,15,SFO,23234,0.0,CLR,10,70,53,55,17,280,0,29.73,86,18,89,37.37,-122.24,8,291,2139,16/09/04 15:01
PHX_SFO_31792,20040716,16/07/04 15:54,15,PHX,23183,0.0,SCT,10,103,57,22,11,240,0,28.61,1103,1107,1106,33.26,-111.59,7,16/07/04 17:38,17,SFO,23234,0.0,FEW,10,62,56,81,12,290,0,29.83,86,18,89,37.37,-122.24,8,104,651,16/07/04 17:38
EWR_SFO_45004,20040322,22/03/04 15:40,15,EWR,14734,0.0,FEW,10,36,0,21,17,320,23,30.16,25,30,28,40.43,-74.1,5,22/03/04 19:06,19,SFO,23234,0.0,OVC,9,54,53,97,18,250,22,29.84,86,18,89,37.37,-122.24,8,386,2565,22/03/04 19:06
ATL_ORD_51329,20040516,16/05/04 14:34,14,ATL,13874,0.0,SCT,10,79,60,52,12,190,0,29.18,971,1026,974,33.38,-84.26,5,16/05/04 15:50,15,ORD,94846,0.0,SCT,10,70,49,47,8,180,0,29.46,655,674,658,41.59,-87.55,6,136,606,16/05/04 15:50
LGA_ORD_54317,20041102,02/11/04 15:00,15,LGA,14732,0.0,SCT,10,57,49,75,11,170,0,29.99,36,31,39,40.47,-73.53,5,02/11/04 16:40,16,ORD,94846,0.0,BKN,10,46,39,77,12,320,0,29.48,655,674,658,41.59,-87.55,6,160,733,02/11/04 16:40
BUF_ORD_49568,20040526,26/05/04 17:17,17,BUF,14733,0.01,FEW,2.5,61,58,90,6,230,0,28.97,714,705,717,42.56,-78.44,5,26/05/04 18:05,18,ORD,94846,0.0,FEW,10,59,44,58,10,090,0,29.03,655,674,658,41.59,-87.55,6,108,473,26/05/04 18:05
IAH_ORD_51812,20041109,09/11/04 12:40,12,IAH,12960,0.0,FEW,10,73,52,48,4,050,0,30.08,118,108,121,29.59,-95.22,6,09/11/04 15:15,15,ORD,94846,0.0,BKN,10,51,24,35,12,190,0,29.60,655,674,658,41.59,-87.55,6,155,925,09/11/04 15:15
ALB_ORD_48241,20040704,04/07/04 15:34,15,ALB,14735,0.0,CLR,10,82,62,51,13,170,0,29.62,278,292,281,42.45,-73.48,5,04/07/04 16:49,16,ORD,94846,0.0,FEW,10,80,65,60,13,270,0,29.01,655,674,658,41.59,-87.55,6,135,723,04/07/04 16:49
DCA_RDU_37029,20040301,01/03/04 08:40,8,DCA,13743,0.0,FEW,10,45,32,61,0,000,0,30.28,10,65,3,38.52,-77.02,5,01/03/04 09:45,9,RDU,13722,0.0,BKN,10,55,48,77,9,240,0,29.91,427,437,430,35.52,-78.47,5,65,227,01/03/04 09:45
ORD_PIT_28800,20040709,09/07/04 06:10,6,ORD,94846,0.0,OVC,10,67,57,71,7,100,0,29.38,655,674,658,41.59,-87.55,6,09/07/04 08:35,8,PIT,94823,0.0,FEW,10,67,58,73,6,260,0,28.87,1172,1203,1175,40.3,-80.14,5,85,412,09/07/04 08:35
IAD_IND_35001,20040926,26/09/04 06:35,6,IAD,93738,0.0,FEW,6,61,58,90,0,000,0,29.78,306,323,309,38.56,-77.27,5,26/09/04 07:27,7,IND,93819,0.0,SCT,9,55,52,90,7,030,0,29.36,794,808,797,39.43,-86.16,5,112,476,26/09/04 07:27
ATL_GPT_48262,20040715,15/07/04 09:15,9,ATL,13874,0.0,FEW,10,80,62,54,11,320,0,28.89,971,1026,974,33.38,-84.26,5,15/07/04 09:40,9,GPT,93874,0.0,SCT,7,90,76,63,4,250,0,29.90,48,28,51,30.25,-89.04,6,85,352,15/07/04 09:40
ORD_DTW_50372,20041101,01/11/04 09:45,9,ORD,94846,0.13,BKN,3,49,48,97,10,070,0,29.36,655,674,658,41.59,-87.55,6,01/11/04 11:58,11,DTW,94847,0.0,FEW,10,51,41,69,7,120,0,29.49,628,664,631,42.13,-83.21,5,73,235,01/11/04 11:58
DFW_LAX_51632,20040728,28/07/04 16:12,16,DFW,3927,0.05,BKN,10,73,70,90,18,330,21,29.24,559,596,562,32.54,-97.02,6,28/07/04 17:15,17,LAX,23174,0.0,FEW,10,68,60,76,12,250,0,29.56,323,326,326,33.56,-118.25,8,183,1235,28/07/04 18:33
MDW_MSP_48737,20040521,21/05/04 12:30,12,MDW,14819,0.0,OVC,10,65,57,76,7,130,0,29.32,616,618,619,41.47,-87.45,6,21/05/04 14:00,14,MSP,14922,0.0,OVC,10,55,50,83,11,070,18,28.94,871,838,874,44.53,-93.14,6,90,349,21/05/04 14:00
ATL_BTR_35649,20040902,02/09/04 08:15,8,ATL,13874,0.0,BKN,6,71,68,90,7,100,0,29.12,971,1026,974,33.38,-84.26,5,02/09/04 08:53,8,BTR,13970,0.0,CLR,8,80,71,74,5,060,0,29.97,67,76,70,30.32,-91.09,6,98,449,02/09/04 11:24
BWI_MCO_51406,20040722,22/07/04 13:58,13,BWI,93721,0.0,FEW,6,88,68,52,10,180,16,29.65,193,155,196,39.1,-76.41,5,22/07/04 16:10,16,MCO,12815,0.0,FEW,9,90,66,45,12,090,0,29.80,95,106,98,28.26,-81.19,5,132,787,22/07/04 19:08
JFK_MCO_49012,20040502,02/05/04 10:15,10,JFK,94789,0.0,VV0,0,58,58,100,16,160,0,29.93,29,22,32,40.4,-73.48,5,02/05/04 12:48,12,MCO,12815,0.0,SCT,10,85,68,57,11,190,0,29.89,95,106,98,28.26,-81.19,5,153,944,02/05/04 12:48
DEN_SGF_36952,20041127,27/11/04 12:28,12,DEN,3017,0.0,FEW,10,31,23,72,14,140,0,24.45,5379,5431,5382,39.5,-104.4,7,27/11/04 15:08,15,SGF,13995,0.0,BKN,10,45,32,61,11,300,17,28.54,1277,1270,1280,37.14,-93.23,6,100,637,27/11/04 15:08
FAT_SLC_54193,20040527,27/05/04 13:05,13,FAT,93193,0.0,FEW,10,88,49,26,8,230,0,29.49,372,327,375,36.47,-119.43,8,27/05/04 15:30,15,SLC,24127,0.0,FEW,10,75,43,32,4,100,0,25.61,4221,4227,4224,40.47,-111.58,7,85,501,27/05/04 15:30
PSC_SLC_50430,20040519,19/05/04 06:10,6,PSC,24163,0.0,CLR,10,59,48,67,10,200,0,29.59,398,402,401,46.16,-119.07,8,19/05/04 08:36,8,SLC,24127,0.0,FEW,10,59,39,48,5,VRB,0,25.71,4221,4227,4224,40.47,-111.58,7,86,521,19/05/04 08:36
PHX_SLC_29645,20040918,18/09/04 17:35,17,PHX,23183,0.02,BKN,8,73,71,94,18,140,27,28.57,1103,1107,1106,33.26,-111.59,7,18/09/04 20:05,20,SLC,24127,0.0,CLR,10,77,27,16,15,150,0,25.37,4221,4227,4224,40.47,-111.58,7,90,507,18/09/04 20:05
JAX_MSY_43102,20041119,19/11/04 16:00,16,JAX,13889,0.0,FEW,10,72,59,64,5,170,0,30.07,31,32,34,30.29,-81.41,5,19/11/04 16:35,16,MSY,12916,0.0,FEW,10,72,60,66,0,000,0,30.01,4,20,7,29.59,-90.15,6,95,513,19/11/04 16:35
IND_MSY_35211,20040728,28/07/04 10:15,10,IND,93819,0.0,CLR,10,74,51,45,4,020,0,29.26,794,808,797,39.43,-86.16,5,28/07/04 12:10,12,MSY,12916,0.0,FEW,8,87,74,65,3,310,0,29.96,4,20,7,29.59,-90.15,6,115,708,28/07/04 12:10
ORD_GSO_54763,20040513,13/05/04 13:30,13,ORD,94846,0.0,FEW,10,76,68,77,9,200,0,29.21,655,674,658,41.59,-87.55,6,13/05/04 16:19,16,GSO,13723,0.0,SCT,10,77,66,69,9,150,0,29.24,904,886,907,36.06,-79.56,5,109,590,13/05/04 18:13
ORD_PVD_51672,20041130,30/11/04 17:35,17,ORD,94846,0.06,OVC,7,39,36,89,7,020,0,29.13,655,674,658,41.59,-87.55,6,30/11/04 20:48,20,PVD,14765,0.0,OVC,10,42,35,76,0,000,0,30.17,50,62,53,41.43,-71.26,5,133,849,30/11/04 23:25
SYR_CVG_40398,20040909,09/09/04 09:20,9,SYR,14771,0.0,BKN,10,77,71,82,13,150,19,29.21,414,417,417,43.07,-76.06,5,09/09/04 10:58,10,CVG,93814,0.0,BKN,10,69,60,73,7,330,0,29.13,882,883,885,39.02,-84.4,5,98,527,09/09/04 10:58
CLE_LGA_45494,20040925,25/09/04 09:25,9,CLE,14820,0.0,FEW,10,69,56,63,8,330,0,29.32,802,805,805,41.24,-81.51,5,25/09/04 11:00,11,LGA,14732,0.0,FEW,10,73,56,55,9,240,0,30.08,36,31,39,40.47,-73.53,5,95,418,25/09/04 13:25
MCO_LGA_51511,20040902,02/09/04 10:24,10,MCO,12815,0.0,SCT,10,87,74,65,10,070,0,29.93,95,106,98,28.26,-81.19,5,02/09/04 12:48,12,LGA,14732,0.0,FEW,10,76,54,47,12,050,0,30.23,36,31,39,40.47,-73.53,5,144,950,02/09/04 12:48
DCA_BOS_49835,20040918,18/09/04 08:50,8,DCA,13743,0.02,OVC,9,64,59,84,21,350,28,29.68,10,65,3,38.52,-77.02,5,18/09/04 10:19,10,BOS,14739,0.31,SCT,1.75,58,57,97,14,030,24,29.90,19,30,180,42.22,-71.01,5,89,399,18/09/04 12:20
CHS_EWR_45082,20040914,14/09/04 07:05,7,CHS,13880,0.0,BKN,6,71,68,90,8,030,0,30.06,45,48,48,32.54,-80.02,5,14/09/04 08:55,8,EWR,14734,0.0,BKN,10,70,59,68,8,090,0,30.33,25,30,28,40.43,-74.1,5,110,628,14/09/04 08:55
RDU_EWR_44913,20040102,02/01/04 15:15,15,RDU,13722,0.0,BKN,10,62,38,41,8,210,0,29.70,427,437,430,35.52,-78.47,5,02/01/04 16:50,16,EWR,14734,0.0,FEW,10,44,35,71,4,230,0,30.07,25,30,28,40.43,-74.1,5,95,416,02/01/04 16:50
BUR_DEN_47066,20040327,27/03/04 14:27,14,BUR,23152,0.0,CLR,10,74,44,34,7,160,0,29.20,731,732,734,34.12,-118.22,8,27/03/04 17:40,17,DEN,3017,0.0,FEW,10,49,8,19,19,300,26,24.51,5379,5431,5382,39.5,-104.4,7,133,850,27/03/04 17:40
EWR_DEN_40170,20040328,28/03/04 17:10,17,EWR,14734,0.0,BKN,10,53,37,55,11,080,0,30.40,25,30,28,40.43,-74.1,5,28/03/04 19:20,19,DEN,3017,0.0,FEW,10,33,19,56,5,140,0,24.86,5379,5431,5382,39.5,-104.4,7,250,1605,28/03/04 19:20
ORD_BNA_53994,20040710,10/07/04 16:46,16,ORD,94846,0.0,FEW,10,77,64,64,7,070,0,29.38,655,674,658,41.59,-87.55,6,10/07/04 18:10,18,BNA,13897,0.0,SCT,10,80,74,82,5,170,0,29.51,571,605,574,36.07,-86.41,6,84,409,10/07/04 18:10
BWI_CLT_29477,20040916,16/09/04 18:00,18,BWI,93721,0.0,FEW,10,72,64,76,0,000,0,29.80,193,155,196,39.1,-76.41,5,16/09/04 19:18,19,CLT,13881,0.02,BKN,8,75,72,90,13,100,19,29.17,721,769,724,35.13,-80.56,5,78,361,16/09/04 19:18
ANC_BET_37269,20041109,09/11/04 17:55,17,ANC,26451,0.0,FEW,10,26,23,88,11,360,0,29.61,130,132,133,61.1,-149.59,9,09/11/04 19:11,19,BET,26615,0.01,VV0,0.5,13,10,88,27,040,33,29.21,142,150,145,60.47,-161.5,9,76,399,09/11/04 19:11
IAH_MEM_33149,20040319,19/03/04 06:40,6,IAH,12960,0.0,SCT,6,69,66,90,4,160,0,30.04,118,108,121,29.59,-95.22,6,19/03/04 08:08,8,MEM,13893,0.0,FEW,10,61,41,48,13,090,0,29.99,283,332,286,35.04,-89.59,6,88,469,19/03/04 08:08
LGA_ATL_35577,20040311,11/03/04 08:00,8,LGA,14732,0.0,FEW,10,39,23,53,14,350,18,30.00,36,31,39,40.47,-73.53,5,11/03/04 10:40,10,ATL,13874,0.0,CLR,10,56,27,33,11,250,0,29.24,971,1026,974,33.38,-84.26,5,160,761,11/03/04 10:40
GSO_ATL_55204,20040718,18/07/04 12:03,12,GSO,13723,0.0,SCT,5,76,65,69,5,340,0,28.88,904,886,907,36.06,-79.56,5,18/07/04 13:19,13,ATL,13874,0.0,SCT,10,86,63,46,11,320,0,28.77,971,1026,974,33.38,-84.26,5,76,306,18/07/04 14:49
DTW_ATL_36352,20040710,10/07/04 11:45,11,DTW,94847,0.0,BKN,10,78,64,62,6,200,0,29.47,628,664,631,42.13,-83.21,5,10/07/04 13:39,13,ATL,13874,0.0,FEW,8,84,71,65,8,260,0,29.13,971,1026,974,33.38,-84.26,5,114,594,10/07/04 13:39
MDW_ATL_52335,20040722,22/07/04 14:30,14,MDW,14819,0.35,FEW,10,74,69,85,9,300,0,29.20,616,618,619,41.47,-87.45,6,22/07/04 17:25,17,ATL,13874,0.0,FEW,6,86,65,50,9,290,0,28.92,971,1026,974,33.38,-84.26,5,115,590,22/07/04 17:25
ORF_ATL_46934,20040501,01/05/04 10:13,10,ORF,13737,0.0,SCT,10,77,62,60,11,210,18,30.09,66,30,69,36.54,-76.11,5,01/05/04 11:58,11,ATL,13874,0.0,SCT,8,69,64,84,6,190,0,29.00,971,1026,974,33.38,-84.26,5,105,516,01/05/04 14:37
BOS_FLL_28752,20040909,09/09/04 07:05,7,BOS,14739,0.0,OVC,0.5,67,67,100,4,110,0,30.01,19,30,180,42.22,-71.01,5,09/09/04 10:28,10,FLL,12849,0.0,SCT,10,86,77,75,10,120,0,29.87,117,11,120,26.04,-80.09,5,203,1237,09/09/04 10:28
IAH_CAE_49807,20040704,04/07/04 13:30,13,IAH,12960,0.0,SCT,10,92,70,49,6,130,0,29.82,118,108,121,29.59,-95.22,6,04/07/04 16:56,16,CAE,13883,0.0,SCT,10,90,71,54,8,220,0,29.65,240,225,243,33.56,-81.07,5,146,878,04/07/04 16:56
CVG_BTV_42118,20041125,25/11/04 15:45,15,CVG,93814,0.0,SCT,10,39,21,48,11,310,0,29.03,882,883,885,39.02,-84.4,5,25/11/04 17:43,17,BTV,14742,0.0,OVC,10,33,25,72,16,300,23,29.09,345,340,348,44.28,-73.09,5,118,702,25/11/04 20:23
